Account_id,Name,Timestamp,Credit/Debit,Amount
1204844,4RZ,5/7/2012,D,$48
1204845,=A9,4/9/2014,C,$3
1204846,1TC,5/4/2012,D,$4
1204847,K@:,3/14/2013,C,$28
1204848,AR4,3/2/2012,C,$23
1204849,THC,7/16/2013,C,$40
1204850,2/@,2/24/2013,D,$15
1204851,V0R,9/24/2012,C,$11
1204852,@U8,9/8/2014,C,$19
1204853,N<Z,4/26/2012,D,$30
1204854,0-X,2/4/2013,C,$50
1204855,12L,2/9/2014,D,$10
1204856,W:-,2/5/2012,C,$43
1204857,?ES,3/15/2013,C,$50
1204858,NBS,9/20/2013,C,$21
1204859,J-N,3/15/2013,D,$8
1204860,P44,3/23/2012,D,$49
1204861,65I,6/14/2014,C,$35
1204862,XK/,9/14/2014,D,$21
1204863,1QB,2/16/2014,C,$14
1204864,EZG,4/21/2013,C,$20
1204865,<AL,9/27/2013,D,$44
1204866,F0J,11/24/2013,C,$8
1204867,YJS,4/11/2013,D,$40
1204868,H86,12/26/2014,C,$30
1204869,G7S,4/12/2013,C,$23
1204870,5AY,12/22/2013,C,$2
1204871,JDT,2/3/2014,D,$29
1204872,MQS,4/11/2013,C,$32
1204873,M2@,3/19/2014,C,$12
1204874,98I,7/7/2012,D,$50
1204875,F2T,4/8/2014,C,$22
1204876,S9N,2/13/2013,D,$23
1204877,CGS,8/9/2013,C,$9
1204878,3AD,6/4/2014,C,$18
1204879,9Y7,1/3/2012,C,$21
1204880,I70,10/10/2012,D,$8
1204881,1BQ,12/11/2012,D,$15
1204882,NTQ,10/27/2013,C,$6
1204883,TF0,1/4/2013,D,$29
1204884,4MT,1/26/2014,C,$25
1204885,FNA,4/25/2014,C,$28
1204886,K.J,8/4/2013,D,$7
1204887,8YV,11/26/2012,C,$36
1204888,HM.,5/15/2013,D,$47
1204889,?85,8/14/2013,C,$20
1204890,2J8,8/1/2014,C,$39
1204891,Y=5,5/9/2014,C,$9
1204892,8/A,4/19/2013,D,$5
1204893,:;1,11/3/2013,C,$24
1204894,PR=,2/12/2014,C,$42
1204895,COG,1/10/2012,D,$16
1204896,5.A,11/10/2013,C,$4
1204897,MPS,12/6/2012,D,$1
1204898,S93,10/1/2012,C,$11
1204899,7NQ,1/24/2014,C,$42
1204900,=Y=,10/26/2014,C,$4
1204901,.I5,8/19/2013,D,$49
1204902,.BH,7/21/2014,D,$31
1204903,O/H,9/1/2014,C,$16
1204904,SAL,5/23/2014,D,$25
1204905,SD<,9/23/2014,C,$25
1204906,@8<,11/5/2014,C,$3
1204907,TX3,5/17/2012,D,$5
1204908,=GG,1/23/2014,C,$15
1204909,>S2,2/7/2014,D,$14
1204910,;U/,5/28/2012,C,$16
1204911,.AH,6/16/2014,C,$22
1204912,@3P,3/17/2013,C,$3
1204913,1Y1,12/4/2012,D,$13
1204914,EH0,2/28/2014,C,$4
1204915,:66,8/4/2012,C,$10
1204916,=ZL,6/24/2012,D,$22
1204917,JRI,2/11/2014,C,$48
1204918,3>5,5/26/2012,D,$8
1204919,NQ5,7/25/2012,C,$41
1204920,P4S,3/11/2014,C,$22
1204921,HVY,8/23/2012,C,$17
1204922,DF-,7/25/2014,D,$15
1204923,ZQW,10/14/2012,D,$16
1204924,3LJ,5/1/2014,C,$38
1204925,1QW,7/15/2012,D,$8
1204926,LSN,9/3/2014,C,$41
1204927,7-@,2/20/2014,C,$19
1204928,?:9,7/14/2013,D,$35
1204929,PF:,2/22/2012,C,$9
1204930,A28,2/13/2012,D,$5
1204931,ZO-,10/17/2012,C,$2
1204932,;-T,1/19/2014,C,$6
1204933,JM0,12/24/2013,C,$39
1204934,CXR,7/16/2014,D,$35
1204935,L/;,4/25/2014,C,$1
1204936,S-F,11/6/2013,C,$28
1204937,IML,6/18/2014,D,$18
1204938,X3N,6/16/2012,C,$11
1204939,?/?,6/13/2014,D,$36
1204940,497,10/5/2012,C,$21
1204941,KKD,7/5/2014,C,$28
1204942,23V,11/28/2014,C,$7
1204943,NW6,8/11/2014,D,$33
1204944,W6K,8/21/2012,D,$49
1204945,E/H,9/27/2012,C,$7
1204946,:1@,11/2/2012,D,$50
1204947,OE4,3/25/2013,C,$30
1204948,3UD,4/26/2013,C,$15
1204949,W/0,1/23/2014,D,$14
1204950,:I3,7/2/2013,C,$15
1204951,D@6,8/5/2014,D,$31
1204952,33O,3/24/2012,C,$38
1204953,JB1,6/11/2012,C,$45
1204954,9XJ,1/13/2012,C,$39
1204955,;86,12/4/2012,D,$1
1204956,KAD,9/28/2013,C,$16
1204957,ZXK,6/11/2014,C,$16
1204958,.QK,7/14/2013,D,$13
1204959,NFD,6/26/2012,C,$45
1204960,R1-,7/20/2012,D,$38
1204961,<C5,7/18/2013,C,$14
1204962,1EQ,10/22/2014,C,$40
1204963,V:3,10/14/2013,C,$1
1204964,7YU,3/12/2013,D,$18
1204965,9NP,12/18/2013,D,$2
1204966,T32,6/13/2014,C,$47
1204967,LA4,11/28/2012,D,$30
1204968,-V8,4/19/2013,C,$9
1204969,.V<,12/4/2014,C,$9
1204970,8?U,1/26/2012,D,$13
1204971,;9.,2/16/2013,C,$45
1204972,K/;,11/7/2013,D,$43
1204973,D=F,8/18/2014,C,$17
1204974,BI?,3/14/2012,C,$24
1204975,U>A,6/22/2014,C,$48
1204976,H<X,11/6/2012,D,$37
1204977,N0O,11/11/2013,C,$35
1204978,E;:,4/21/2014,C,$24
1204979,HKN,9/6/2014,D,$45
1204980,J0-,11/6/2013,C,$45
1204981,I0U,4/26/2013,D,$33
1204982,LE:,11/26/2012,C,$17
1204983,318,1/3/2012,C,$1
1204984,Z5X,4/28/2012,C,$13
1204985,855,3/4/2012,D,$13
1204986,GSH,7/25/2013,D,$14
1204987,>H:,4/15/2013,C,$31
1204988,LDW,5/21/2012,D,$36
1204989,JLR,9/5/2014,C,$26
1204990,P36,1/25/2013,C,$28
1204991,7RW,5/13/2013,D,$20
1204992,:V0,4/6/2013,C,$36
1204993,JE2,7/17/2012,D,$26
1204994,<4A,6/1/2014,C,$31
1204995,H?7,2/10/2014,C,$38
1204996,:0/,3/10/2013,C,$46
1204997,B>P,4/18/2014,D,$35
1204998,5?6,11/16/2012,C,$14
1204999,0LZ,12/23/2014,C,$1
1205000,FEV,9/4/2013,D,$17
1205001,@JD,12/9/2012,C,$5
1205002,MAF,12/5/2012,D,$29
1205003,>1@,12/7/2012,C,$28
1205004,EET,11/7/2014,C,$15
1205005,=IN,2/5/2012,C,$48
1205006,QRZ,9/6/2012,D,$13
1205007,N0Z,6/15/2012,D,$41
1205008,MEA,10/17/2012,C,$15
1205009,RK<,6/17/2014,D,$12
1205010,DE;,6/6/2013,C,$14
1205011,P0T,12/22/2012,C,$8
1205012,F84,4/4/2013,D,$30
1205013,7/D,12/20/2014,C,$47
1205014,Y=0,9/12/2014,D,$32
1205015,0XU,1/17/2014,C,$4
1205016,8E8,6/23/2014,C,$14
1205017,WGX,5/14/2012,C,$44
1205018,JU2,10/8/2014,D,$14
1205019,JAU,11/20/2012,C,$1
1205020,-0V,3/5/2014,C,$30
1205021,PH5,8/4/2012,D,$29
1205022,3=:,10/1/2013,C,$20
1205023,>XY,7/21/2012,D,$20
1205024,9VD,8/14/2012,C,$49
1205025,74R,3/10/2013,C,$25
1205026,.TF,12/3/2014,C,$25
1205027,OCT,4/20/2014,D,$39
1205028,4NI,4/17/2014,D,$18
1205029,2W4,3/28/2013,C,$16
1205030,R:;,7/27/2012,D,$7
1205031,ISP,1/12/2013,C,$7
1205032,W>Z,10/21/2014,C,$43
1205033,NVV,1/6/2012,D,$39
1205034,ZD8,9/2/2014,C,$31
1205035,KC.,12/4/2014,D,$1
1205036,Z-L,3/21/2013,C,$49
1205037,U2>,7/12/2013,C,$50
1205038,AD<,11/10/2014,C,$37
1205039,J>?,5/25/2013,D,$16
1205040,YDO,12/2/2014,C,$4
1205041,BI1,10/15/2014,C,$44
1205042,5.;,10/25/2013,D,$8
1205043,RAZ,4/15/2014,C,$37
1205044,H6Z,12/8/2012,D,$37
1205045,A2Q,12/6/2013,C,$14
1205046,.A<,8/20/2013,C,$30
1205047,ZKU,8/19/2014,C,$37
1205048,KP2,10/24/2012,D,$44
1205049,YN@,8/28/2014,D,$1
1205050,1AJ,5/16/2013,C,$30
1205051,E<L,5/6/2013,D,$29
1205052,RZ/,12/27/2013,C,$4
1205053,7PV,9/9/2013,C,$45
1205054,OD3,7/2/2012,D,$23
1205055,U?J,3/6/2014,C,$35
1205056,>7G,7/15/2014,D,$1
1205057,4<K,9/3/2012,C,$13
1205058,;Z@,6/24/2012,C,$5
1205059,9CP,5/6/2013,C,$6
1205060,J2T,4/3/2014,D,$8
1205061,?HP,1/5/2013,C,$13
1205062,UJD,3/6/2012,C,$14
1205063,.O9,2/24/2014,D,$37
1205064,5Q:,1/23/2014,C,$18
1205065,XQ2,10/17/2014,D,$43
1205066,/YI,5/2/2013,C,$34
1205067,EZJ,7/25/2014,C,$31
1205068,SZ6,2/3/2014,C,$40
1205069,4AW,3/24/2013,D,$16
1205070,5QF,3/28/2012,D,$30
1205071,UG>,5/12/2012,C,$6
1205072,PF-,10/2/2012,D,$49
1205073,0OS,10/4/2013,C,$14
1205074,Q/5,4/21/2013,C,$7
1205075,@/0,5/22/2014,D,$19
1205076,/XT,6/16/2013,C,$25
1205077,.6T,7/8/2012,D,$16
1205078,XK4,9/5/2013,C,$7
1205079,AX4,11/16/2012,C,$23
1205080,7XR,8/17/2014,C,$42
1205081,:O:,3/17/2013,D,$43
1205082,-ST,9/23/2013,C,$35
1205083,097,8/27/2013,C,$44
1205084,>.@,11/1/2013,D,$31
1205085,UA5,2/6/2012,C,$21
1205086,2@<,12/27/2012,D,$16
1205087,WZH,3/24/2013,C,$44
1205088,L?/,5/25/2014,C,$10
1205089,N;;,6/28/2013,C,$9
1205090,8L4,10/8/2012,D,$3
1205091,.M5,7/28/2012,D,$2
1205092,ZSI,3/21/2014,C,$41
1205093,?.P,7/28/2014,D,$41
1205094,1NC,12/3/2013,C,$19
1205095,LNW,10/19/2013,C,$31
1205096,37S,9/2/2012,D,$35
1205097,Q=?,2/5/2012,C,$36
1205098,N;G,12/19/2013,D,$19
1205099,DAU,3/10/2014,C,$25
1205100,:T4,3/11/2012,C,$35
1205101,LJL,7/12/2014,C,$23
1205102,4;R,6/5/2012,D,$4
1205103,@H8,10/22/2013,C,$6
1205104,23=,8/25/2013,C,$42
1205105,:2L,5/22/2013,D,$35
1205106,.DI,3/18/2013,C,$35
1205107,YXR,3/28/2012,D,$26
1205108,<>?,9/4/2013,C,$33
1205109,6WF,8/13/2013,C,$33
1205110,4@T,12/21/2013,C,$25
1205111,H47,8/4/2012,D,$49
1205112,SXD,11/6/2013,D,$43
1205113,LOS,12/2/2012,C,$23
1205114,H6-,3/28/2013,D,$16
1205115,FS4,3/3/2014,C,$47
1205116,KVC,7/14/2013,C,$44
1205117,ZN.,10/4/2013,D,$48
1205118,L8L,2/18/2012,C,$36
1205119,KMI,5/11/2012,D,$20
1205120,@:X,2/7/2012,C,$32
1205121,EF.,8/15/2013,C,$12
1205122,6A6,9/22/2014,C,$48
1205123,@LF,2/12/2012,D,$36
1205124,RGK,7/19/2012,C,$33
1205125,MFL,4/14/2013,C,$46
1205126,5P9,10/20/2012,D,$5
1205127,6Z6,6/20/2013,C,$18
1205128,/HW,9/4/2013,D,$1
1205129,O@:,9/19/2014,C,$43
1205130,=FP,10/5/2013,C,$16
1205131,5M4,1/22/2012,C,$4
1205132,QW2,10/28/2012,D,$35
1205133,LO9,8/8/2012,D,$50
1205134,C2K,5/7/2013,C,$43
1205135,1;D,8/22/2013,D,$2
1205136,V:C,5/16/2012,C,$39
1205137,R/Q,3/23/2014,C,$2
1205138,44F,9/8/2012,D,$14
1205139,<6T,7/23/2013,C,$28
1205140,KFA,9/5/2012,D,$42
1205141,HH6,6/21/2014,C,$31
1205142,F;V,2/27/2012,C,$2
1205143,JHG,5/11/2013,C,$40
1205144,G42,4/18/2014,D,$39
1205145,MCZ,7/13/2014,C,$29
1205146,DXV,8/10/2012,C,$13
1205147,@O:,11/9/2013,D,$38
1205148,=Y<,12/6/2014,C,$33
1205149,?2X,5/9/2013,D,$42
1205150,DFL,12/26/2014,C,$47
1205151,>R=,3/16/2014,C,$34
1205152,RXU,12/18/2013,C,$10
1205153,>7P,4/16/2013,D,$28
1205154,PWJ,9/14/2013,D,$37
1205155,JJQ,2/23/2014,C,$44
1205156,>G3,9/5/2012,D,$29
1205157,HC@,4/2/2014,C,$20
1205158,.ZO,4/18/2014,C,$21
1205159,;::,11/28/2014,D,$36
1205160,3ZX,2/28/2013,C,$48
1205161,LRF,11/2/2014,D,$14
1205162,PGA,11/6/2013,C,$18
1205163,97-,1/17/2013,C,$43
1205164,4:6,7/16/2012,C,$36
1205165,KDU,4/4/2013,D,$32
1205166,-1V,2/24/2013,C,$36
1205167,J3A,10/2/2012,C,$47
1205168,F>/,9/17/2013,D,$37
1205169,.KI,12/7/2012,C,$40
1205170,YSO,12/25/2014,D,$13
1205171,;M5,1/23/2012,C,$29
1205172,Y=I,8/17/2012,C,$42
1205173,/Y@,11/25/2013,C,$50
1205174,?EX,2/8/2012,D,$15
1205175,I.7,1/4/2014,D,$1
1205176,?67,4/23/2013,C,$40
1205177,0GF,8/12/2014,D,$29
1205178,VS-,3/17/2012,C,$15
1205179,2MY,4/21/2014,C,$26
1205180,YA>,7/5/2013,D,$39
1205181,N@L,6/11/2013,C,$38
1205182,OQ/,8/12/2012,D,$18
1205183,9UX,8/4/2013,C,$43
1205184,4G/,10/18/2014,C,$20
1205185,M1T,7/4/2013,C,$14
1205186,Z0X,7/9/2013,D,$8
1205187,A0@,2/13/2014,C,$27
1205188,GY.,7/4/2014,C,$29
1205189,QUM,5/5/2014,D,$29
1205190,JFE,9/18/2014,C,$40
1205191,F-G,5/28/2013,D,$1
1205192,QYM,4/3/2013,C,$49
1205193,.-R,8/5/2013,C,$44
1205194,BRZ,12/10/2012,C,$20
1205195,.5C,10/25/2012,D,$25
1205196,:SY,5/14/2012,D,$26
1205197,511,4/17/2012,C,$38
1205198,0N=,8/16/2014,D,$24
1205199,>:3,1/11/2012,C,$32
1205200,S-M,11/7/2012,C,$36
1205201,143,3/26/2012,D,$40
1205202,=DH,2/9/2013,C,$19
1205203,KU7,12/1/2013,D,$31
1205204,;IR,10/5/2013,C,$2
1205205,9.R,10/16/2013,C,$40
1205206,G-Q,3/4/2012,C,$39
1205207,AJ@,5/26/2014,D,$10
1205208,>UX,9/18/2013,C,$16
1205209,RBA,4/10/2013,C,$5
1205210,R51,10/24/2014,D,$43
1205211,ZJN,12/5/2013,C,$24
1205212,1XX,6/20/2013,D,$20
1205213,37;,11/13/2013,C,$23
1205214,RSF,12/14/2014,C,$35
1205215,7?G,7/7/2013,C,$32
1205216,T=Z,4/6/2014,D,$46
1205217,:JM,3/8/2014,D,$48
1205218,XER,1/14/2013,C,$1
1205219,-FL,6/27/2014,D,$34
1205220,6CZ,4/22/2013,C,$6
1205221,QC;,5/4/2012,C,$32
1205222,;MM,7/20/2014,D,$34
1205223,UM:,3/3/2013,C,$12
1205224,<LK,9/2/2012,D,$39
1205225,B0H,5/12/2012,C,$49
1205226,O:=,7/4/2014,C,$27
1205227,<QV,7/25/2012,C,$21
1205228,<1@,4/23/2012,D,$6
1205229,DI:,7/8/2014,C,$14
1205230,L3;,6/5/2013,C,$3
1205231,R5H,8/7/2012,D,$32
1205232,M4A,8/19/2012,C,$14
1205233,W>B,9/23/2013,D,$31
1205234,1;>,1/28/2013,C,$19
1205235,PW7,5/1/2014,C,$21
1205236,X3.,9/24/2013,C,$42
1205237,/C.,1/6/2013,D,$12
1205238,A3D,1/17/2014,D,$22
1205239,JDS,5/20/2012,C,$36
1205240,R5B,10/23/2013,D,$4
1205241,45?,11/1/2012,C,$1
1205242,2D2,6/10/2013,C,$14
1205243,S@T,9/9/2012,D,$44
1205244,7H1,5/25/2014,C,$46
1205245,MG/,1/7/2013,D,$20
1205246,A.>,7/26/2012,C,$32
1205247,J75,4/10/2012,C,$43
1205248,.=;,12/6/2013,C,$31
1205249,GI8,5/19/2012,D,$24
1205250,QOI,9/20/2014,C,$38
1205251,?Q/,4/10/2012,C,$2
1205252,I23,11/17/2014,D,$17
1205253,MN1,12/4/2012,C,$34
1205254,?=.,2/5/2014,D,$29
1205255,QZL,2/27/2013,C,$30
1205256,1AQ,12/13/2012,C,$48
1205257,NA;,11/16/2012,C,$17
1205258,C13,10/18/2014,D,$1
1205259,LKP,9/7/2012,D,$6
1205260,6D6,2/11/2013,C,$37
1205261,U<;,6/20/2012,D,$21
1205262,Q9Q,10/4/2012,C,$42
1205263,J0U,10/3/2012,C,$48
1205264,C.;,3/18/2012,D,$35
1205265,0P3,3/6/2012,C,$45
1205266,E@1,12/5/2013,D,$17
1205267,045,5/25/2014,C,$39
1205268,<YX,12/8/2012,C,$34
1205269,Q6>,8/13/2012,C,$22
1205270,>SV,11/6/2014,D,$5
1205271,G1.,2/25/2014,C,$39
1205272,FQ=,2/6/2014,C,$39
1205273,SY-,1/8/2013,D,$3
1205274,6-Z,3/22/2012,C,$44
1205275,YG5,7/22/2014,D,$31
1205276,8M>,4/9/2014,C,$34
1205277,0BN,10/5/2013,C,$7
1205278,K-E,8/14/2014,C,$3
1205279,00I,1/25/2013,D,$49
1205280,@Y3,4/9/2013,D,$34
1205281,?GY,7/16/2012,C,$35
1205282,@W7,12/20/2014,D,$25
1205283,KLD,5/25/2014,C,$8
1205284,IJ4,1/26/2014,C,$3
1205285,-.Z,12/10/2014,D,$32
1205286,7E9,3/8/2013,C,$21
1205287,DS9,11/2/2012,D,$17
1205288,MYY,9/20/2012,C,$49
1205289,MAP,11/7/2013,C,$33
1205290,V3J,8/1/2012,C,$41
1205291,AL1,3/13/2013,D,$28
1205292,XWR,5/20/2014,C,$16
1205293,68V,10/21/2014,C,$29
1205294,;Y6,12/2/2012,D,$42
1205295,ENL,1/12/2012,C,$44
1205296,-IQ,11/19/2012,D,$45
1205297,GAS,1/5/2013,C,$34
1205298,O>T,11/12/2014,C,$30
1205299,7<I,4/19/2012,C,$5
1205300,9Z/,11/23/2013,D,$11
1205301,HDM,12/21/2012,D,$40
1205302,EZ.,5/21/2014,C,$31
1205303,D5;,7/28/2014,D,$16
1205304,SGN,11/27/2012,C,$30
1205305,HOG,12/24/2012,C,$29
1205306,I9J,10/6/2012,D,$22
1205307,98I,3/11/2013,C,$12
1205308,@/-,9/27/2014,D,$14
1205309,<5X,10/9/2014,C,$35
1205310,9<P,11/27/2012,C,$35
1205311,RF/,5/1/2014,C,$28
1205312,2.-,9/10/2013,D,$18
1205313,KBG,3/21/2014,C,$27
1205314,01G,3/26/2012,C,$31
1205315,MH@,10/20/2014,D,$11
1205316,VTY,8/8/2012,C,$3
1205317,:J-,7/15/2013,D,$45
1205318,F1G,9/28/2012,C,$30
1205319,KBC,10/19/2013,C,$13
1205320,CO4,5/18/2012,C,$3
1205321,9BZ,12/7/2014,D,$15
1205322,-2C,1/28/2012,D,$6
1205323,28O,10/2/2013,C,$33
1205324,SZ.,6/25/2013,D,$32
1205325,JVT,6/27/2012,C,$49
1205326,54C,7/15/2012,C,$38
1205327,EV9,7/2/2013,D,$10
1205328,-2I,1/20/2013,C,$19
1205329,WU3,11/9/2013,D,$16
1205330,:-=,12/26/2013,C,$47
1205331,T/L,6/1/2012,C,$10
1205332,N3F,3/16/2014,C,$2
1205333,R/-,4/1/2013,D,$27
1205334,BEN,8/1/2013,C,$4
1205335,2S2,3/17/2012,C,$27
1205336,08S,11/11/2014,D,$44
1205337,BAW,1/23/2014,C,$33
1205338,D;@,4/12/2013,D,$7
1205339,IDS,6/21/2014,C,$6
1205340,QG@,10/24/2013,C,$9
1205341,5VO,6/3/2014,C,$43
1205342,I43,12/17/2013,D,$6
1205343,>2Z,9/9/2013,D,$43
1205344,ZIJ,6/27/2012,C,$25
1205345,-TL,6/15/2014,D,$36
1205346,Z=A,6/25/2014,C,$23
1205347,N@R,12/13/2013,C,$7
1205348,128,9/18/2014,D,$42
1205349,923,11/25/2012,C,$7
1205350,GTQ,11/7/2014,D,$9
1205351,STW,8/18/2012,C,$48
1205352,8ZK,2/21/2012,C,$32
1205353,VU?,10/16/2012,C,$42
1205354,OB7,5/27/2014,D,$19
1205355,>ED,3/21/2013,C,$14
1205356,0BU,4/18/2014,C,$20
1205357,Z;X,11/1/2013,D,$18
1205358,02?,5/18/2014,C,$2
1205359,EGN,4/21/2012,D,$26
1205360,ZO6,3/7/2013,C,$39
1205361,S@Z,12/2/2013,C,$22
1205362,7UW,11/23/2013,C,$16
1205363,W<P,2/7/2013,D,$42
1205364,FX>,6/20/2013,D,$42
1205365,5@N,10/28/2012,C,$36
1205366,=>O,10/1/2014,D,$37
1205367,WXZ,7/26/2013,C,$20
1205368,OW8,12/6/2012,C,$29
1205369,:R1,4/26/2013,D,$38
1205370,J9R,2/28/2013,C,$28
1205371,9UF,8/18/2013,D,$2
1205372,T?5,10/25/2013,C,$15
1205373,2@Y,9/13/2012,C,$4
1205374,/G=,3/28/2014,C,$25
1205375,EI7,11/28/2013,D,$31
1205376,TTI,4/17/2014,C,$2
1205377,8KU,12/5/2013,C,$24
1205378,;3U,1/19/2013,D,$30
1205379,?0.,11/23/2014,C,$25
1205380,J5:,6/6/2014,D,$6
1205381,RQR,10/8/2013,C,$46
1205382,ZSE,11/18/2014,C,$25
1205383,?;@,1/5/2014,C,$41
1205384,>7@,4/20/2013,D,$6
1205385,9IT,10/4/2013,D,$26
1205386,I4X,6/21/2013,C,$50
1205387,G>:,10/21/2013,D,$36
1205388,0XK,2/12/2014,C,$16
1205389,:0>,9/2/2012,C,$11
1205390,5IT,11/27/2014,D,$1
1205391,M/7,6/16/2014,C,$46
1205392,STY,9/12/2014,D,$44
1205393,V?.,11/8/2013,C,$32
1205394,97D,7/21/2014,C,$28
1205395,WTT,5/3/2012,C,$18
1205396,M=0,7/10/2014,D,$17
1205397,OU2,6/26/2012,C,$23
1205398,3WG,12/14/2012,C,$49
1205399,.8<,10/27/2012,D,$29
1205400,/D1,8/27/2013,C,$7
1205401,/-N,10/17/2013,D,$43
1205402,D03,12/15/2013,C,$18
1205403,AEY,11/10/2013,C,$42
1205404,5/E,11/24/2013,C,$12
1205405,8PI,2/15/2013,D,$10
1205406,PQ9,5/28/2012,D,$7
1205407,I0/,3/4/2012,C,$47
1205408,@F=,2/21/2013,D,$41
1205409,C5Y,5/25/2013,C,$50
1205410,RXA,8/16/2012,C,$44
1205411,ZJQ,12/20/2012,D,$32
1205412,=WK,10/9/2013,C,$16
1205413,1T@,8/2/2013,D,$5
1205414,A@D,6/12/2012,C,$17
1205415,4PG,10/8/2013,C,$23
1205416,>Q-,3/22/2013,C,$37
1205417,=7L,7/23/2012,D,$13
1205418,83?,10/14/2013,C,$12
1205419,=Y<,3/24/2014,C,$24
1205420,TDV,3/19/2014,D,$11
1205421,D<W,12/16/2014,C,$36
1205422,WHR,4/17/2014,D,$47
1205423,KA=,1/19/2012,C,$20
1205424,WR7,5/9/2014,C,$24
1205425,B@-,11/25/2014,C,$15
1205426,;8:,2/28/2012,D,$38
1205427,1I1,10/16/2012,D,$38
1205428,=0J,3/18/2014,C,$30
1205429,JM<,9/10/2014,D,$38
1205430,OH0,10/23/2012,C,$43
1205431,T:X,4/9/2014,C,$47
1205432,.QA,1/13/2012,D,$46
1205433,4;=,4/10/2012,C,$43
1205434,3MM,11/19/2014,D,$48
1205435,VM7,6/12/2012,C,$40
1205436,B-J,2/27/2013,C,$26
1205437,G;=,9/18/2014,C,$34
1205438,6N>,11/21/2012,D,$49
1205439,VV5,3/13/2013,C,$40
1205440,XVG,8/14/2012,C,$5
1205441,F85,9/18/2014,D,$34
1205442,P-I,12/20/2013,C,$34
1205443,8C5,5/13/2013,D,$3
1205444,F<S,5/22/2012,C,$27
1205445,QO0,1/20/2012,C,$23
1205446,LK@,11/24/2014,C,$17
1205447,1PS,11/2/2014,D,$2
1205448,UX;,12/25/2013,D,$47
1205449,X;J,11/4/2014,C,$37
1205450,LSB,12/7/2014,D,$16
1205451,:-8,6/6/2012,C,$50
1205452,.TC,11/12/2012,C,$18
1205453,77O,11/22/2013,D,$15
1205454,RUF,10/5/2012,C,$32
1205455,TYT,5/14/2012,D,$44
1205456,TB9,1/23/2014,C,$39
1205457,OU:,4/21/2014,C,$33
1205458,1EU,5/10/2012,C,$39
1205459,UHN,10/11/2012,D,$43
1205460,NJO,11/9/2012,C,$30
1205461,U=@,3/1/2014,C,$22
1205462,KW0,2/3/2013,D,$2
1205463,UUG,5/10/2014,C,$45
1205464,M7U,2/2/2013,D,$9
1205465,IWA,3/24/2012,C,$34
1205466,/PJ,10/4/2013,C,$18
1205467,KHS,10/27/2013,C,$49
1205468,09V,9/27/2014,D,$9
1205469,4MU,7/23/2013,D,$8
1205470,V-M,12/14/2012,C,$43
1205471,@2P,11/26/2013,D,$22
1205472,/-S,11/26/2014,C,$48
1205473,17J,6/9/2012,C,$3
1205474,OM.,2/28/2012,D,$19
1205475,<;K,2/10/2012,C,$46
1205476,9.3,10/9/2014,D,$44
1205477,Y4;,3/5/2014,C,$16
1205478,WK7,3/26/2012,C,$50
1205479,./H,2/23/2012,C,$47
1205480,;6<,5/14/2014,D,$39
1205481,0=4,5/11/2014,C,$45
1205482,K80,1/28/2013,C,$34
1205483,A<:,1/3/2013,D,$22
1205484,H/:,4/26/2014,C,$30
1205485,<TY,7/16/2012,D,$46
1205486,/L/,8/14/2014,C,$9
1205487,ZM6,10/3/2014,C,$44
1205488,AG=,10/28/2014,C,$39
1205489,16K,9/28/2012,D,$42
1205490,:GP,6/19/2013,D,$10
1205491,?.5,1/10/2014,C,$41
1205492,YQP,10/11/2014,D,$35
1205493,OGX,5/12/2013,C,$30
1205494,5VP,4/10/2013,C,$18
1205495,1XX,11/14/2013,D,$29
1205496,C:M,1/11/2012,C,$7
1205497,B<0,10/21/2014,D,$47
1205498,P66,4/3/2012,C,$40
1205499,5JI,9/19/2012,C,$30
1205500,82W,3/18/2012,C,$4
1205501,;K5,10/8/2013,D,$8
1205502,>OM,10/1/2012,C,$25
1205503,C.N,4/27/2014,C,$47
1205504,J0?,12/5/2012,D,$21
1205505,UWF,11/19/2014,C,$28
1205506,E>B,6/7/2013,D,$38
1205507,GZC,7/16/2012,C,$34
1205508,743,8/7/2012,C,$30
1205509,R4G,3/24/2012,C,$46
1205510,R=G,12/14/2012,D,$10
1205511,GXZ,5/6/2014,D,$14
1205512,DYC,12/26/2014,C,$28
1205513,YZR,9/8/2014,D,$38
1205514,ZHI,6/1/2013,C,$12
1205515,QJG,2/25/2013,C,$44
1205516,9.M,5/21/2014,D,$29
1205517,HC9,9/18/2012,C,$40
1205518,>SC,2/1/2012,D,$3
1205519,CKO,5/20/2012,C,$14
1205520,QT=,1/21/2012,C,$47
1205521,47N,2/2/2014,C,$10
1205522,W69,12/1/2012,D,$1
1205523,IO=,1/9/2014,C,$15
1205524,VGR,5/24/2013,C,$26
1205525,23C,3/11/2013,D,$16
1205526,OUZ,12/21/2012,C,$25
1205527,.5W,8/9/2013,D,$17
1205528,XE;,5/19/2014,C,$30
1205529,IS8,9/4/2014,C,$41
1205530,.Y<,4/27/2012,C,$8
1205531,GLI,12/26/2014,D,$37
1205532,AOD,11/20/2013,D,$41
1205533,XDB,2/13/2013,C,$42
1205534,UWP,1/17/2013,D,$44
1205535,>AE,6/13/2013,C,$2
1205536,U?Y,10/24/2012,C,$36
1205537,IOY,11/8/2013,D,$38
1205538,DOQ,10/16/2014,C,$2
1205539,X1J,9/18/2013,D,$18
1205540,5P5,6/10/2013,C,$8
